timestamp,category,name,slug,version_id,version_number,version_type,file_name,file_url,dest_path,status,message
2025-12-23T20:33:06.754638+00:00,server,Curios API,curios,IPQlZkz1,5.14.1+1.20.1,release,curios-forge-5.14.1+1.20.1.jar,https://cdn.modrinth.com/data/vvuO3ImH/versions/IPQlZkz1/curios-forge-5.14.1%2B1.20.1.jar,C:\Users\ibras\PycharmProjects\new_sborka_mine\mods\server\curios-forge-5.14.1+1.20.1.jar,skipped,file exists
2025-12-23T20:33:12.048383+00:00,server,Cloth Config API,cloth-config,t8TXrZvZ,11.1.136+forge,release,cloth-config-11.1.136-forge.jar,https://cdn.modrinth.com/data/9s6osm5g/versions/t8TXrZvZ/cloth-config-11.1.136-forge.jar,C:\Users\ibras\PycharmProjects\new_sborka_mine\mods\server\cloth-config-11.1.136-forge.jar,skipped,file exists
2025-12-23T20:33:12.666347+00:00,server,Balm,balm,Ue8C6cKq,7.3.37+forge-1.20.1,release,balm-forge-1.20.1-7.3.37-all.jar,https://cdn.modrinth.com/data/MBAkmtvl/versions/Ue8C6cKq/balm-forge-1.20.1-7.3.37-all.jar,C:\Users\ibras\PycharmProjects\new_sborka_mine\mods\server\balm-forge-1.20.1-7.3.37-all.jar,skipped,file exists
2025-12-23T20:33:13.275702+00:00,client,Inventory Profiles Next,inventory-profiles-next,Afl40PaI,forge-1.20.1-1.10.19,release,InventoryProfilesNext-forge-1.20-1.10.19.jar,https://cdn.modrinth.com/data/O7RBXm3n/versions/Afl40PaI/InventoryProfilesNext-forge-1.20-1.10.19.jar,C:\Users\ibras\PycharmProjects\new_sborka_mine\mods\client\InventoryProfilesNext-forge-1.20-1.10.19.jar,skipped,file exists
2025-12-23T20:33:14.122466+00:00,client,LibIPN,libipn,pdAXmKcS,forge-1.20-4.0.2,release,libIPN-forge-1.20-4.0.2.jar,https://cdn.modrinth.com/data/onSQdWhM/versions/pdAXmKcS/libIPN-forge-1.20-4.0.2.jar,C:\Users\ibras\PycharmProjects\new_sborka_mine\mods\client\libIPN-forge-1.20-4.0.2.jar,skipped,file exists
2025-12-23T20:33:32.833929+00:00,client,Kotlin For Forge,kotlin-for-forge,Zsh14XeQ,4.12.0,release,kotlinforforge-4.12.0-all.jar,https://cdn.modrinth.com/data/ordsPcFz/versions/Zsh14XeQ/kotlinforforge-4.12.0-all.jar,C:\Users\ibras\PycharmProjects\new_sborka_mine\mods\client\kotlinforforge-4.12.0-all.jar,downloaded,
2025-12-23T20:33:38.249981+00:00,client,AppleSkin,appleskin,XdXDExVF,2.5.1+mc1.20.1,release,appleskin-forge-mc1.20.1-2.5.1.jar,https://cdn.modrinth.com/data/EsAfCjCV/versions/XdXDExVF/appleskin-forge-mc1.20.1-2.5.1.jar,C:\Users\ibras\PycharmProjects\new_sborka_mine\mods\client\appleskin-forge-mc1.20.1-2.5.1.jar,skipped,file exists
2025-12-23T20:33:38.849319+00:00,client,JEI,jei,MdKE2PdF,15.20.0.128,beta,jei-1.20.1-forge-15.20.0.128.jar,https://cdn.modrinth.com/data/u6dRKJwZ/versions/MdKE2PdF/jei-1.20.1-forge-15.20.0.128.jar,C:\Users\ibras\PycharmProjects\new_sborka_mine\mods\client\jei-1.20.1-forge-15.20.0.128.jar,skipped,file exists
2025-12-23T20:33:39.527844+00:00,client,Jade,jade,LecuGude,11.13.2+forge,release,Jade-1.20.1-Forge-11.13.2.jar,https://cdn.modrinth.com/data/nvQzSEkH/versions/LecuGude/Jade-1.20.1-Forge-11.13.2.jar,C:\Users\ibras\PycharmProjects\new_sborka_mine\mods\client\Jade-1.20.1-Forge-11.13.2.jar,skipped,file exists
2025-12-23T20:33:40.123703+00:00,client,Embeddium,embeddium,UTbfe5d1,0.3.31+mc1.20.1,release,embeddium-0.3.31+mc1.20.1.jar,https://cdn.modrinth.com/data/sk9rgfiA/versions/UTbfe5d1/embeddium-0.3.31%2Bmc1.20.1.jar,C:\Users\ibras\PycharmProjects\new_sborka_mine\mods\client\embeddium-0.3.31+mc1.20.1.jar,skipped,file exists
